Gene,Log2change,p-value,adj_pvalue
ANR11,-0.0840642647884746,0.618836516585314,0.741103143754587
ANR12,0.516015147003665,0.240968713598372,0.391981201343298
ANR17,0.176322772640463,0.0133792685059256,0.0492312744298173
ANR28,0.0143552929770701,0.843636193255999,0.904118597207731
ANR44,0.111031312388744,0.326438604971336,0.481593836212021
ANR50,0.659924558402378,0.0249830524491693,0.077142058544449
ANR54,0.27500704749987,0.00753394668168019,0.0322273876933171
ANS1A,-0.27500704749987,1.25562116719116e-06,3.47960628490672e-05
ANT3,0.22650852980868,0.0302574491009385,0.0886661802486231
ANTR1,0.111031312388744,0.425100480401119,0.575162293819849
ANTR2,-0.298658315564515,0.0694631433944905,0.163004586265962
ANX11,-0.0840642647884746,0.235076911919877,0.385080274171961
ANX13,0.0976107966264223,0.351070965635995,0.506488898737772
ANXA1,0.286881147788162,0.0186892352682,0.0623298132061527
ANXA2,0.150559676575381,0.049500302915778,0.127201578940345
ANXA3,0.189033824390017,0.188049518291588,0.329482258111984
ANXA4,-0.250961573533219,0.012696328258127,0.047366834334436
ANXA5,0.0565835283663675,0.52541371449099,0.666161605863412
ANXA6,-0.0565835283663676,0.209837164605453,0.355292603185268
ANXA7,0,0.984813974671413,0.991787365161515
ANXA8,-0.0143552929770701,0.922262494361768,0.955882779195221
ANXA9,0.0143552929770701,0.918259340830137,0.954005568507513
AOAH,0.298658315564515,0.0632046988503067,0.151644036107992
AOC2,-0.250961573533219,0.0132719596684948,0.0489924184408644
AOC3,-0.37851162325373,4.83499090942292e-06,9.75098690214507e-05
AOFA,-0.286881147788162,0.00057166499273553,0.00446664006494374
AOFB,-0.028569152196771,0.659854059929399,0.773746678492556
AOXA,-0.263034405833794,0.00705135798736934,0.0307608504726463
AP180,-0.400537929583729,0.0128463481136972,0.0477876706267133
AP1B1,-0.150559676575381,0.00017868857566087,0.00178087553284779
AP1G1,-0.31034012061215,2.08883156410673e-08,1.36375918388799e-06
AP1G2,0.111031312388744,0.32205047743935,0.477865346339128
AP1M1,0.0426443374084937,0.30279434810943,0.45835243115968
AP1S1,-0.176322772640463,0.0522510225710817,0.132764471598817
AP1S2,-0.070389327891398,0.344924758139471,0.500338982622196
AP2A1,-0.028569152196771,0.345222127628393,0.500505969771164
AP2A2,-0.176322772640463,3.96088791386468e-07,1.39975598570704e-05
AP2B1,-0.0976107966264223,0.0329647948255353,0.0943390710757518
AP2M1,0.250961573533219,0.0597621967955742,0.145985132097653
AP2S1,0.111031312388744,0.26347895888162,0.417062235303883
AP3B1,0,0.884965299184685,0.930881030163683
AP3D1,0,0.922788088610881,0.955882779195221
AP3M1,-0.0840642647884746,0.295211253189384,0.450268757586817
AP3S1,0.0840642647884745,0.566188899277498,0.698689617176653
