"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene","significance"
394.473890802485,-3.64861107064487,0.381057490985588,-9.57496219588256,1.01894577343288e-21,1.34908420402513e-17,"AL627171.2","Significant"
162.494504530217,-3.52687851547461,0.43179892716977,-8.16787234417548,3.13875784164543e-16,2.07785769116927e-12,"AL355075.4","Significant"
1029.1244649435,3.26712774134755,0.409091326595965,7.98630410606162,1.39044434403294e-15,6.13649437166537e-12,"TIMP3","Significant"
992.358917916812,3.71351668430106,0.473783377678942,7.83800542453289,4.57759246348235e-15,1.51518310541266e-11,"LRP1B","Significant"
3394.89631743229,2.48180545489351,0.358998358149803,6.91313873323594,4.74045925214043e-12,1.25527360996679e-08,"CYP2A7","Significant"
83.7299857868998,-4.27148101647799,0.631890066555567,-6.75984833843303,1.38136261154294e-11,3.04820682947143e-08,"MTRNR2L12","Significant"
117.731926095758,-3.51865307894877,0.522928254886614,-6.7287492042512,1.71127715043094e-11,3.23675849595796e-08,"TNC","Significant"
59.2249648651338,5.74856109240262,0.876088324269006,6.56162276468999,5.32253286851953e-11,8.80879189739982e-08,"LINC02211","Significant"
170.915830165244,-2.74251264992949,0.425277111515372,-6.44876617073797,1.12764383000702e-10,1.65888936769921e-07,"APOA4","Significant"
292.075772973824,2.3669059557167,0.369524044174593,6.40528266842193,1.50091044153557e-10,1.98720542459309e-07,"DBH-AS1","Significant"
811.661252026765,-2.54360364340858,0.407710742918034,-6.23874569800076,4.4109338822856e-10,5.30916041831467e-07,"METTL7A","Significant"
581.472553403328,2.11411315473612,0.346436028247154,6.10246331893598,1.04446085155899e-09,1.15238847288675e-06,"OSGIN1","Significant"
302.291620449575,-2.61357805566172,0.43136022718719,-6.05892219758951,1.3703665116084e-09,1.39566558566886e-06,"RMRP","Significant"
783.836009019196,-3.05846867506197,0.508916161762325,-6.00976920141582,1.8578762521991e-09,1.757020112794e-06,"LRG1","Significant"
173.303273077863,2.4919395992364,0.443529847356978,5.61842593928238,1.92704963821242e-08,1.70094248066216e-05,"ABCG2","Significant"
4130.67814121504,-2.79988267009629,0.500992182891653,-5.58867536402621,2.28808240443112e-08,1.89338818966675e-05,"ACSL4","Significant"
62.4189030274757,-3.44113177912397,0.617615405883187,-5.57164174718597,2.52349926317318e-08,1.96536060261252e-05,"CASC9","Significant"
120.534980041066,3.21957549452491,0.579624332807082,5.55458995127537,2.78264192855541e-08,2.04678772967076e-05,"SCG5","Significant"
3121.94084666011,1.91883516077488,0.355118395235005,5.40336740231398,6.54013069017833e-08,4.04413946361631e-05,"CYP3A7","Significant"
177.753776056286,-2.3560987917932,0.434656314605794,-5.42060177805086,5.93987431889288e-08,4.04413946361631e-05,"DEC1","Significant"
144.401427128311,-3.31944134281514,0.614881650597996,-5.39850447575864,6.71986919936245e-08,4.04413946361631e-05,"BST2","Significant"
2189.29038879417,-1.87825539280828,0.347430758335313,-5.40612869685974,6.4401529840633e-08,4.04413946361631e-05,"FP671120.4","Significant"
328.032719071239,2.59325801051303,0.482271813936686,5.37717099687995,7.56653048808955e-08,4.35568972444807e-05,"AC098588.3","Significant"
387.320358434807,2.28403373812808,0.425941051403304,5.36232356708306,8.21582011005508e-08,4.53239409404705e-05,"SEMA6D","Significant"
1165.07839743193,-1.82112162856881,0.341585556388688,-5.33137773102025,9.74704375298003e-08,4.85342935338367e-05,"AL078604.4","Significant"
726.162986318123,1.98922597281364,0.373311449559838,5.32859620340895,9.89747677804826e-08,4.85342935338367e-05,"CYP3A43","Significant"
203.037483535024,-2.00037739514408,0.375211618916589,-5.33133115898731,9.74954418672583e-08,4.85342935338367e-05,"CD44","Significant"
5466.64317205822,2.19135262843344,0.417637396073378,5.24702205558341,1.54577399894881e-07,6.82201591536077e-05,"FMO5","Significant"
665.518684319105,1.84330432562808,0.350673015210955,5.2564761064355,1.46841844380045e-07,6.82201591536077e-05,"SLC6A1","Significant"
112.852021520663,2.25444428332121,0.42952088622852,5.2487419252571,1.53141433166791e-07,6.82201591536077e-05,"CES4A","Significant"
68.6123279495741,2.66494658975683,0.511218393778851,5.2129317375651,1.858793100245e-07,7.93884537007865e-05,"NOL4","Significant"
102.853121258234,2.98928578566583,0.575801639480735,5.19152010119597,2.08584063010796e-07,8.63016560707167e-05,"AC114291.1","Significant"
219.884407845023,-1.94918858460329,0.376490277312541,-5.17726141168097,2.25166616790592e-07,9.03395759487104e-05,"B3GNT5","Significant"
1852.78720059761,-3.31103100927885,0.643911991605495,-5.14205520699079,2.71749232706996e-07,0.000105822348265901,"SAA2","Significant"
185.199559823672,-2.36308728690447,0.463462037419055,-5.09877205922652,3.41863918875292e-07,0.000129322236740254,"LNCAROD","Significant"
2271.38996598946,1.81350196378606,0.361785445651613,5.01264488547835,5.36869226392724e-07,0.000187056540985254,"NBPF12","Significant"
154.562181231656,-2.57408977527813,0.513137805579029,-5.01637132811429,5.26565130653084e-07,0.000187056540985254,"RAMP1","Significant"
202.37704395934,3.79470827833353,0.756202580559697,5.01811072308812,5.21821011231007e-07,0.000187056540985254,"LINC01727","Significant"
678.368133991296,1.79475359247655,0.363030873708036,4.94380429450738,7.66126150585859e-07,0.000252319582563324,"GBP1","Significant"
1562.95893135461,-1.4950125548855,0.302636054135466,-4.93996843553976,7.81352181653797e-07,0.000252319582563324,"TNFAIP8","Significant"
31.6162146343271,3.95915065436791,0.801326771423565,4.94074427007405,7.78249262485888e-07,0.000252319582563324,"FGF23","Significant"
671.332230957458,1.90038126686593,0.385458280307495,4.93018664782586,8.21510893685082e-07,0.000258971529342631,"TSKU","Significant"
86.0492737563279,3.42763758450461,0.698607140144985,4.90638785024908,9.2768993218304e-07,0.000285642202374499,"KCNN2","Significant"
593.704057902883,1.58801720717991,0.324205623618826,4.89817909218927,9.6728853738712e-07,0.000291065914431942,"SLC22A10","Significant"
317.144202732242,2.156214968497,0.44215768938481,4.87657462543966,1.07943862688627e-06,0.000311965406689327,"HAO2","Significant"
34.6750833817676,3.53708241072001,0.725441308723932,4.87576647233093,1.08386772716836e-06,0.000311965406689327,"LINC02708","Significant"
3351.62976776997,-1.9840169543782,0.40900338475419,-4.85085705481529,1.2292912064202e-06,0.000346293948361776,"MFSD2A","Significant"
355.283740247931,-2.20616591938096,0.455299771847965,-4.8455238851243,1.26278017905785e-06,0.000348316866056791,"ICAM1","Significant"
186.569093637088,-1.92365982437677,0.397660617375831,-4.83744112522641,1.31521323602154e-06,0.000355375984590309,"PLIN3","Significant"
801.839316271099,-1.7001304478245,0.353644390224798,-4.80745770276122,1.52861746926574e-06,0.000404777905861569,"TANC2","Significant"
