"gene_name","gene_id","baseMean","log2FoldChange","stat","pvalue","padj","B_statistic"
"GFM1","ENSG00000168827",5.36321467367315,-0.580814627349089,-3.99916753063126,0.000419918237779115,0.0056147260696132,-0.375287608969947
"GABRD","ENSG00000187730",-0.852112733146307,2.3281233245705,3.99980938447985,0.000419195678101619,0.0056147260696132,0.00451656001792156
"HSPA7","ENSG00000225217",1.29080847127481,2.0987166503855,3.99992639560722,0.000419064085956425,0.0056147260696132,0.0244331633397286
"AL031985.3","ENSG00000260920",0.249918261968568,0.966442082868871,3.99904476440467,0.000420056579902423,0.0056147260696132,0.0631644276104621
"ZNF506","ENSG00000081665",3.50275394129459,0.835936460690343,3.99780603308072,0.000421454984133794,0.00562730628780976,-0.262470450006166
"LAMC1","ENSG00000135862",6.44396359235986,0.966734803765687,3.99713740148297,0.000422211703568072,0.0056335435399268,-0.331968116305386
"AC003973.3","ENSG00000279377",-0.208632499217962,1.60936292135131,3.99677690551342,0.000422620246600977,0.00563512973089473,0.0486505837213498
"ITPR2","ENSG00000123104",7.85774568277215,-1.01619850899823,-3.99643478275808,0.000423008327058933,0.00563644109219485,-0.223711990136777
"DHRS4","ENSG00000157326",4.1354249967231,-1.11046486047214,-3.99601305065599,0.000423487193014251,0.00563895951601591,-0.314946434436285
"LYZ","ENSG00000090382",6.090632305169,1.76058520055799,3.99397687987231,0.000425806721025618,0.00566596713463226,-0.346209118304478
"LMAN1","ENSG00000074695",7.72162837394325,-1.07716871081394,-3.99344944060811,0.000426409593486742,0.005670110889741,-0.247323067945223
"CCDC113","ENSG00000103021",1.82810506079045,1.03655716360049,3.99283197578078,0.00042711643298433,0.00567563052409642,-0.0462379771804535
"SLC1A7","ENSG00000162383",0.440428097689166,3.00840974865312,3.99254397006766,0.000427446519752326,0.00567613965546877,0.0476944429668729
"SH2D3A","ENSG00000125731",1.83026718779078,1.80666434596911,3.99178427007077,0.000428318424582027,0.00567996362087167,-0.0315474920470535
"CDKN2A","ENSG00000147889",1.45159676420318,2.10118633432153,3.99196543759575,0.000428110340679253,0.00567996362087167,0.0137768954286122
"EPHB3","ENSG00000182580",0.409031132720277,2.64670241909914,3.98939278155749,0.00043107455672137,0.00571261881911276,0.040027936109106
"EHBP1","ENSG00000115504",5.87532389539431,-0.603111703355328,-3.98887309684431,0.000431675782464906,0.00571669208446036,-0.391442334965265
"SRGAP3","ENSG00000196220",2.71023670938405,1.01227532110414,3.98810961697755,0.000432560551209865,0.00572062064122143,-0.196510316497519
"AC245100.2","ENSG00000225871",0.611237410162763,1.12751390858935,3.98816490701507,0.000432496417794174,0.00572062064122143,0.0340676258710095
"PCDHB16","ENSG00000272674",1.3386964688026,0.814898866538212,3.98693302364228,0.000433927553226759,0.00573480069325637,-0.0114749326466557
"RCC1","ENSG00000180198",2.58943132408405,1.00460103184965,3.98599970283722,0.000435014933065968,0.00574526850500024,-0.16189090788761
"ZSCAN20","ENSG00000121903",0.941952201732782,1.28917395102721,3.98570941707952,0.000435353680691303,0.00574584159034505,0.013340108233729
"TP53INP1","ENSG00000164938",7.33692710436405,-0.748010839269243,-3.98445113713055,0.000436825024705102,0.00576109478734605,-0.292859355763681
"AC113935.1","ENSG00000226084",3.90048637198797,0.494181782847995,3.98421501712747,0.000437101670922318,0.00576109478734605,-0.346096013822264
"COX7B","ENSG00000131174",4.8748860975416,-0.843173344476645,-3.9811336400065,0.000440727741821804,0.00580258198336461,-0.409043277867056
"NFIL3","ENSG00000165030",5.08793782913626,-1.29591271779618,-3.98078135917216,0.000441144173609348,0.00580258198336461,-0.411727836679397
"IQCK","ENSG00000174628",2.22642329358286,0.819082733886632,3.9808400721679,0.0004410747420313,0.00580258198336461,-0.119695884069734
"ALKBH5","ENSG00000091542",5.37998372777446,-0.485150560902557,-3.9795835948485,0.000442562947443969,0.00581369362274295,-0.426725861880994
"DBH-AS1","ENSG00000225756",3.07519320579296,-1.69958356155019,-3.97956363541769,0.000442586627700335,0.00581369362274295,-0.225785446954931
"TNFAIP8L3","ENSG00000183578",1.25306265434697,1.31786261499167,3.97856549018499,0.000443772436073135,0.00582533668783182,-0.0137799893443837
"GADD45B","ENSG00000099860",6.05631182005619,-1.27234052274121,-3.9727481575478,0.000450745874041646,0.00590457193402008,-0.414070087568436
"BHMT2","ENSG00000132840",7.33753723943565,-1.49065195851953,-3.97251912760673,0.00045102261200544,0.00590457193402008,-0.338068201598892
"SPPL2A","ENSG00000138600",5.91897575344348,-0.545487081012433,-3.97311665313073,0.000450300969213234,0.00590457193402008,-0.429877352768655
"ZNF611","ENSG00000213020",2.44793251323945,0.855476077895815,3.9726515547697,0.000450862579285666,0.00590457193402008,-0.170584598748541
"SELENOK","ENSG00000113811",3.48583102772202,-0.711825488001201,-3.97208516715883,0.00045154742638515,0.00590746713711951,-0.31615038014821
"KANK1","ENSG00000107104",6.7922710326034,-0.724834923908791,-3.97140780757817,0.000452367797371669,0.00591422253364815,-0.382117202422503
"AC124312.5","ENSG00000271347",-0.253130475188173,1.20916932812316,3.96996123739707,0.000454124689204084,0.00593320463651864,-0.016943587003361
"RIN1","ENSG00000174791",1.49635472295382,1.2668520061628,3.96933916627424,0.000454882268247597,0.00593911385670386,-0.0656196861344771
"KIAA0753","ENSG00000198920",3.19477737983126,0.579813234273944,3.96871204635421,0.000455647252694413,0.00594511177325091,-0.304742676575443
"ADH6","ENSG00000172955",6.78113630804947,-2.75925446187526,-3.96785692853375,0.000456692394656812,0.0059547545882397,-0.365491706193861
"FAH","ENSG00000103876",6.03911316115794,-1.15059422289398,-3.96686971490096,0.000457901916048547,0.00596505935818063,-0.439417576953923
"S100A14","ENSG00000189334",2.17912583789181,1.3426129184471,3.9667115795977,0.000458095953589074,0.00596505935818063,-0.110866479074414
"SLC46A1","ENSG00000076351",4.37949434970577,-0.767763695477155,-3.9653886183085,0.000459722441213912,0.00598223436212404,-0.435515020245989
"CLCN4","ENSG00000073464",3.23423114350335,-0.879421796798034,-3.96358855885546,0.000461944601651279,0.0060039358806829,-0.302971505271717
"ECI2","ENSG00000198721",5.99038451841836,-1.17351377075726,-3.96353781054784,0.000462007402764588,0.0060039358806829,-0.447081393277215
"SERAC1","ENSG00000122335",2.33883108597005,0.830354395652343,3.961235361557,0.000464865526557752,0.00603704536292023,-0.179376765620041
"CDC37L1","ENSG00000106993",4.80051342810491,-1.08665916452333,-3.95824862945045,0.000468598969355557,0.00608147054692663,-0.461727500849419
"ZDHHC13","ENSG00000177054",1.0982670407092,1.88663152358907,3.95798075760961,0.000468935247254873,0.00608177753339753,-0.0624046235285256
"NCOR2","ENSG00000196498",7.33649040734472,0.501861022722617,3.95657353335566,0.000470705729515738,0.00610067239307074,-0.367933652424992
"ODF2L","ENSG00000122417",3.32891178453949,0.908779169207291,3.95574518698753,0.000471750971616563,0.00611014873623742,-0.352569472542672
"PTP4A1","ENSG00000112245",8.62692230058083,-1.29703991077213,-3.95548281484918,0.000472082518897912,0.00611037479882899,-0.274816285352435
"TNC","ENSG00000041982",4.31413176350346,2.02567549099293,3.95485003782505,0.000472883071180449,0.00611044405863494,-0.428548971398302
"SIRT3","ENSG00000142082",3.28662403901968,-0.482453083943673,-3.95448598137627,0.00047334425806327,0.00611044405863494,-0.344126146974381
"SH3BGRL3","ENSG00000142669",5.87115814098543,0.732299324807818,3.95449361764237,0.000473334579903473,0.00611044405863494,-0.474791115901835
"TMEM144","ENSG00000164124",1.90847947140875,1.1971172583627,3.95506750483933,0.000472607794440161,0.00611044405863494,-0.143020364713283
"CEP68","ENSG00000011523",3.78508017353633,0.914452781005365,3.95414449848209,0.000473777250253419,0.00611197786898542,-0.407860397921509
"PMVK","ENSG00000163344",4.35950411648914,-0.746495229450806,-3.95382392867814,0.000474184079129414,0.00611317234949213,-0.456404781404459
"AC055811.4","ENSG00000278864",1.04525373164576,0.832043107525241,3.95334723676516,0.000474789674025446,0.00611692603873578,-0.071936932505329
"C4A","ENSG00000244731",10.1614614496796,-1.38555643175891,-3.95267135357746,0.000475649626018173,0.00612394958607382,-0.181876106665535
"MAB21L2","ENSG00000181541",1.76489000880536,1.39229088526517,3.95180722221275,0.000476751321742686,0.0061340742150676,-0.120341309940222
"KPNA1","ENSG00000114030",5.68300865357094,-0.549676486195795,-3.94969566439229,0.000479453936882423,0.00614902033127025,-0.499512704908041
"TTYH3","ENSG00000136295",5.96119224823978,0.945399400142524,3.94982641550844,0.000479286150437327,0.00614902033127025,-0.477681317975599
"OXTR","ENSG00000180914",0.23341167030065,3.17682823825911,3.9496649489334,0.000479493360878841,0.00614902033127025,-0.054150138771913
"KCND2","ENSG00000184408",0.0796755600867419,2.23581815090912,3.94976043336626,0.00047937081485083,0.00614902033127025,-0.0551555093028142
"CCDC30","ENSG00000186409",1.00704750530279,1.50376586199365,3.94992926132612,0.000479154213999761,0.00614902033127025,-0.0772580982252755
"MTFR1L","ENSG00000117640",4.41183736462972,-0.642637136486474,-3.947458570865,0.000482333640806926,0.00618136933350326,-0.479899200889588
"PRKX","ENSG00000183943",3.68528725560423,1.18651224093577,3.94552191852139,0.00048484031218885,0.00620940318191039,-0.408594228334866
"ITPR3","ENSG00000096433",3.44447509487415,2.35174624751473,3.94447852166771,0.00048619611209139,0.00621219498613112,-0.350166562925324
"MID1","ENSG00000101871",4.31515952799177,0.523322783328898,3.94379920797592,0.000487080818970766,0.00621219498613112,-0.487369822711709
"ACTN4","ENSG00000130402",7.98817404127723,0.504676724320761,3.94384085558542,0.000487026533586372,0.00621219498613112,-0.346106098531759
"ARL5A","ENSG00000162980",5.04628533310508,-0.551878687922863,-3.94370098600826,0.000487208869471011,0.00621219498613112,-0.516624224722915
"PRDX3","ENSG00000165672",6.88292388722423,-1.22286898821089,-3.94438802056546,0.0004863138853958,0.00621219498613112,-0.444114252997958
"TMEM186","ENSG00000184857",1.75253215804805,-0.689066836332888,-3.94411909521749,0.000486664015809002,0.00621219498613112,-0.138778911306689
"INSIG1","ENSG00000186480",7.60368321553209,-1.54528026185667,-3.94363601257794,0.000487293592517533,0.00621219498613112,-0.402392326822275
"MORC3","ENSG00000159256",5.08539148538221,-0.415226510972918,-3.94171232478302,0.000489808578034002,0.00624016769945872,-0.524972294591417
"DLG5","ENSG00000151208",4.32715147460754,0.936847191179933,3.93986468141654,0.000492236141628079,0.00626699077174911,-0.493589349785051
"PDHA1","ENSG00000131828",5.06461125469396,-0.615139739187445,-3.93848138307625,0.000494061344783901,0.00627185548933725,-0.529829639034648
"TMEM87B","ENSG00000153214",4.59694704171695,0.627865180482923,3.93842230851158,0.000494139438910977,0.00627185548933725,-0.51595958781022
"ZNF367","ENSG00000165244",2.36899000993098,-1.37007834103022,-3.93866956850703,0.000493812652212038,0.00627185548933725,-0.224875358651043
"IMP3","ENSG00000177971",4.10995687701564,-0.606084395967663,-3.93908633078647,0.000493262326022647,0.00627185548933725,-0.473672273533961
"TMEM256","ENSG00000205544",3.86908084573437,-0.956096133808853,-3.93835365749612,0.000494230207934307,0.00627185548933725,-0.441031175000805
"APOC1","ENSG00000130208",9.8319211666843,-1.90236771857152,-3.93715867726601,0.000495812812153752,0.00628783731919106,-0.239849484632638
"UTP18","ENSG00000011260",3.17711754492237,-0.334432136721321,-3.93539300975542,0.000498160331851192,0.00631349257057531,-0.381580533868889
"PLIN3","ENSG00000105355",4.20973522914797,0.640657514899381,3.93459749011568,0.000499221566622163,0.00632282314913253,-0.497103474631984
"AL590004.4","ENSG00000260604",0.8237948252426,2.50782913570404,3.93391619054482,0.000500132194142912,0.00633023533172167,-0.109485720666257
"INVS","ENSG00000119509",4.36692914139962,-0.425711342751783,-3.93350523337083,0.000500682269238882,0.00633307728593837,-0.516205326205845
"EIF4EBP2","ENSG00000148730",7.47288942692873,-0.697295561986958,-3.93234505058352,0.000502238406086148,0.0063486328473034,-0.421903273567619
"LPAR1","ENSG00000198121",2.67409993868904,0.894347218282906,3.93094577186724,0.000504121555914651,0.00636829918750884,-0.317674844194074
"ECH1","ENSG00000104823",6.79955355935881,-0.996052891402533,-3.93003014952367,0.000505357550446706,0.00637977014042195,-0.482965900916096
"SLC25A16","ENSG00000122912",4.63555560555531,-0.771423823274114,-3.92766179867912,0.000508568390608994,0.00641614103171684,-0.544626926700326
"SLC5A6","ENSG00000138074",4.31685252182761,-1.05870149580656,-3.92725046418293,0.000509128085569908,0.00641903938864354,-0.503945727820041
"PXDC1","ENSG00000168994",6.27577228985019,-1.01556664616558,-3.92694345667214,0.000509546218764334,0.00642015034963818,-0.527016337159374
"MIR4435-2HG","ENSG00000172965",3.03520531747528,1.31962888789088,3.92660312571966,0.000510010131199165,0.00642183630572722,-0.378304585387583
"AC241952.1","ENSG00000275131",4.89535277397025,-0.696838114254703,-3.92583330100771,0.000511061025709861,0.00643090633516147,-0.559390489919106
"ZNF724","ENSG00000196081",1.03687391434074,1.2220100458344,3.92513662339291,0.000512013898237734,0.00643873198210528,-0.134779562597164
"ACO1","ENSG00000122729",7.11275362316954,-0.905416296491126,-3.92407123859413,0.000513474438645206,0.00644460111574441,-0.485061212989158
"ABCA3","ENSG00000167972",2.35044224873722,1.85345357854517,3.92448832584219,0.000512902165626147,0.00644460111574441,-0.264782505407896
"CLEC5A","ENSG00000258227",0.144608119142736,2.88929883199953,3.92409981650551,0.000513435207752759,0.00644460111574441,-0.115503171561752
"USP38","ENSG00000170185",5.29932242907218,-0.713739045589769,-3.92377641173312,0.000513879339812561,0.00644552461425762,-0.568762209078285
"SH3RF3","ENSG00000172985",3.32019284260736,1.3030547535336,3.9224390436324,0.000515719955387477,0.00646444330677061,-0.416255669513941
"FZD7","ENSG00000155760",1.43997965182261,1.50211673119421,3.92199076665307,0.000516338364225065,0.006468027390621,-0.156733668482046
"HSD17B10","ENSG00000072506",5.0717001452482,-1.07809153168099,-3.92174766540282,0.000516674032500085,0.00646806732835049,-0.563562922808894
"PAQR4","ENSG00000162073",1.71201260023875,1.83403313955083,3.91945500285143,0.000519850236451993,0.00650364405140648,-0.188213804224683
"LSAMP","ENSG00000185565",0.566843611349436,2.23203794476677,3.9188694521154,0.000520664512397538,0.00650546398470244,-0.133298631095013
"C4B","ENSG00000224389",10.2194623977316,-1.36910287035759,-3.91900805986229,0.000520471649316178,0.00650546398470244,-0.263815395339151
"RAB27B","ENSG00000041353",2.27298353575523,1.40860492568676,3.91839741250181,0.000521321849071486,0.00650949631054987,-0.276147021935989
"SEMA7A","ENSG00000138623",1.59223666123578,1.4017705382374,3.91720037909806,0.00052299242575344,0.00652390577055851,-0.193134427501213
"DHRS1","ENSG00000157379",4.17651638733443,-1.22041021391473,-3.91709013149315,0.000523146550944344,0.00652390577055851,-0.530797580933958
"CRADD","ENSG00000169372",3.13146005966043,-0.851988209696406,-3.91660311625391,0.000523827927471988,0.00652796508825147,-0.406149400038892
"RAPH1","ENSG00000173166",6.64011700931009,-1.05026926552177,-3.91637799755248,0.000524143182268366,0.00652796508825147,-0.535033896642139
"LRP6","ENSG00000070018",6.46910392537281,-0.773634973497785,-3.91598185099484,0.000524698395496484,0.00653069903134267,-0.546442682654563
"CLIC5","ENSG00000112782",1.28424399682669,2.00869713040857,3.91375351162743,0.000527832260230444,0.00655432773072095,-0.175210429418858
"F10","ENSG00000126218",6.30309252039912,-1.14409911792333,-3.91405576563695,0.000527406105769201,0.00655432773072095,-0.562038852981505
"MRPL50","ENSG00000136897",3.48009175101643,-0.416318337861711,-3.91415625264354,0.000527264501753873,0.00655432773072095,-0.478085482592327
"ADH4","ENSG00000198099",8.05266600557676,-3.10591083213356,-3.91367397165318,0.000527944461500962,0.00655432773072095,-0.416365915839371
"SMURF2","ENSG00000108854",3.69509519666512,0.425822265604076,3.91300178667533,0.000528893599066163,0.00655512551456747,-0.51586822925218
"MSI2","ENSG00000153944",4.99069613983578,0.672351217477638,3.91291264979895,0.000529019587636009,0.00655512551456747,-0.594240755260554
"AC024270.1","ENSG00000166503",3.77825467199767,1.18958105228736,3.91294618664501,0.000528972182259001,0.00655512551456747,-0.507752320154828
"GPR89B","ENSG00000188092",3.5397401775981,-0.506748943932179,-3.91161153640182,0.000530861973275956,0.00657376755449424,-0.484175420861977
"CXorf23","ENSG00000173681",3.12755375110826,0.765401427592055,3.91101970031286,0.000531702098917211,0.00657998259054416,-0.439130440133912
"ATG5","ENSG00000057663",3.73970196169906,-0.457668983112112,-3.91074873401677,0.000532087177322432,0.00658056195017838,-0.510273755001139
"PDE4C","ENSG00000105650",-0.114264221177437,1.74641635544433,3.90984971351037,0.000533366763483967,0.00658931003617164,-0.155002817722036
"ANK3","ENSG00000151150",5.98619500333269,1.00191364985468,3.90977590528729,0.000533471949571827,0.00658931003617164,-0.584369315931374
"SLC16A2","ENSG00000147100",6.20915437970867,-1.54923745326988,-3.90788061886329,0.000536179955071501,0.00661855637434072,-0.577239974303272
"CAMK1","ENSG00000134072",3.03690209184534,-0.638431325908887,-3.90610556236529,0.000538728401801553,0.00664579729146951,-0.424534340929964
"PCYOX1","ENSG00000116005",7.02696682559606,-1.10139147064562,-3.90487985266151,0.00054049508339729,0.00666336587605253,-0.536475774048705
"CHKA","ENSG00000110721",4.06950402362476,0.469076177941288,3.90430292394728,0.000541328607780149,0.00666631630075986,-0.57330033085163
"PPP4R1","ENSG00000154845",4.65212792850651,0.566140387094775,3.90423989437251,0.000541419746849007,0.00666631630075986,-0.60760807236214
"SLCO1A2","ENSG00000084453",2.59994671518756,-1.51949383388298,-3.90322497379883,0.000542889368885634,0.00668018329051305,-0.369001301952147
"PRKD2","ENSG00000105287",4.50516300247937,0.382487064500817,3.90219906411619,0.000544378879928768,0.00669427732625427,-0.606089772714418
"MRPS6","ENSG00000243927",3.91228936946539,-0.781207486794829,-3.90147521462882,0.00054543224313719,0.00670299359317175,-0.546665422443523
"MAPK3","ENSG00000102882",4.1102598294812,0.607784038627118,3.9001783711026,0.000547324442831991,0.00671776006993915,-0.577249366746011
"BCAS4","ENSG00000124243",0.761655592080666,1.04719904288343,3.90031795711823,0.000547120466718889,0.00671776006993915,-0.182920245935257
"AC068631.3","ENSG00000283390",-0.305567312477213,-1.12474720606252,-3.89803698429588,0.000550463002100786,0.00675202222122868,-0.193914493694009
"SLC23A2","ENSG00000089057",7.17224066770784,-1.09623765288763,-3.89713508699549,0.00055179015964234,0.00675283678220474,-0.534723750055055
"KAT2B","ENSG00000114166",5.52910973985108,-0.770612409475925,-3.89727184412264,0.000551588717491909,0.00675283678220474,-0.635198192608323
"LRRC2","ENSG00000163827",2.97978237500061,-0.784530913641888,-3.89681291575379,0.000552265000539104,0.00675283678220474,-0.441295567156096
"PSMD12","ENSG00000197170",5.29633097267696,-0.504534774596967,-3.89769398229327,0.000550967366181936,0.00675283678220474,-0.638112236148998
"ADAMTSL2","ENSG00000197859",5.54455469204157,1.47224515704925,3.8969423576542,0.00055207417091109,0.00675283678220474,-0.622106188222316
"ZC3H15","ENSG00000065548",5.03140907541118,-0.485748385009035,-3.89539465947604,0.000554360105998077,0.0067699444457543,-0.641464786632166
"C4BPB","ENSG00000123843",5.84432673673346,-1.88369217216651,-3.89549835047143,0.000554206665716032,0.0067699444457543,-0.614444841711753
"PEMT","ENSG00000133027",5.59200352510862,-1.73389960512281,-3.8948679857536,0.000555140112845409,0.00677450603043095,-0.623725097979063
"PPP2R2D","ENSG00000175470",4.32712983753827,-0.470720107233023,-3.89467236822147,0.000555430097591106,0.00677450603043095,-0.615810343181566
"FAM155A","ENSG00000204442",-0.158303517152721,2.73714201630317,3.89420260049389,0.000556127091296668,0.0067787571642139,-0.194345227326072
"IQCE","ENSG00000106012",3.19066933454888,0.705968166569909,3.89340501866381,0.000557312427243463,0.00678470335393888,-0.492475251485117
"ECI1","ENSG00000167969",4.04496809070071,-0.71950067132218,-3.89352267532027,0.000557137414711759,0.00678470335393888,-0.584235340335948
"CARD10","ENSG00000100065",3.99278089882529,1.07754910647,3.89223784459102,0.000559051504186958,0.00679581963310001,-0.578928920229823
"INPP5B","ENSG00000204084",4.32876563602806,-0.369637558778899,-3.8920890899746,0.000559273528970552,0.00679581963310001,-0.622764338329367
"HCG11","ENSG00000228223",0.862551365282968,1.03126107060488,3.89235275505835,0.000558880052910158,0.00679581963310001,-0.201873052749852
"ZNHIT1","ENSG00000106400",5.42227617199214,-0.766604850345248,-3.89118433939049,0.000560625784531547,0.00680799875922391,-0.652047140779995
"INF2","ENSG00000203485",6.67803708399574,0.613239169469374,3.89003737717035,0.000562344663059323,0.00682127391335419,-0.593116538281167
"AC011481.3","ENSG00000280087",2.40559173224185,-1.33196222777001,-3.88998702533433,0.000562420240414317,0.00682127391335419,-0.349074501475209
"PRDX5","ENSG00000126432",5.48970904795378,-0.580771952797471,-3.88892792828608,0.000564012239331057,0.00683632031398529,-0.659153285919658
"CHPT1","ENSG00000111666",4.7200537057381,-0.759102027843007,-3.88709871131435,0.000566772269301843,0.00686122447230743,-0.647642551106919
"HIF3A","ENSG00000124440",2.38384322397817,2.07090598381476,3.88717021365488,0.000566664134080781,0.00686122447230743,-0.339345714280141
"ABTB2","ENSG00000166016",4.20928782224747,-0.930469819645055,-3.8857854274559,0.000568761991846045,0.00688102971975931,-0.61900035644216
"AC100810.1","ENSG00000253982",2.60133237416886,-0.890817626283242,-3.88526909966613,0.000569546141046787,0.00688623407577637,-0.406381489192207
"SRGAP2B","ENSG00000196369",4.15153008082848,0.533273108714257,3.88445509080179,0.000570784533079583,0.00689692068728584,-0.631151291930679
"TENM1","ENSG00000009694",4.43770347727601,-2.14369876730288,-3.88363302892507,0.00057203785582808,0.00690348911121555,-0.601702953748949
"TXNDC11","ENSG00000153066",5.60763590725082,-0.67870316369555,-3.88373385198029,0.000571883995065323,0.00690348911121555,-0.669955059140802
"ATG9A","ENSG00000198925",4.96715935211073,-0.460532198099457,-3.88302640972075,0.000572964442546137,0.0069103845414089,-0.671480254391302
"NDUFAF3","ENSG00000178057",4.40948073630008,-0.665480518793669,-3.88228915465478,0.000574092551448181,0.00691541578691821,-0.647993607459282
"Y_RNA","ENSG00000207142",0.85367235167308,-1.48998249606159,-3.8823373595263,0.000574018724402024,0.00691541578691821,-0.221890196559244
"CERS2","ENSG00000143418",7.4954674485389,-0.789580275181744,-3.88137944239298,0.000575487546834122,0.00692792991095979,-0.557963274693462
"HSD17B6","ENSG00000025423",6.53593510322505,-2.19541140506682,-3.88005126910881,0.000577530199527188,0.00694175693215048,-0.624078538435701
"EPHB2","ENSG00000133216",2.15596198429046,1.38601676258531,3.87993677690448,0.00057770661422595,0.00694175693215048,-0.360001196908645
"VPS8","ENSG00000156931",4.30089398209982,0.514862276255731,3.88028742567118,0.000577166485752144,0.00694175693215048,-0.65423171019449
"C6orf106","ENSG00000196821",6.37157205201558,-0.647716521766897,-3.87842970939049,0.000580033701316044,0.00696222455648553,-0.650586499144947
"GSTA1","ENSG00000243955",6.85763182062517,-3.11443026829602,-3.87837022989204,0.000580125732808833,0.00696222455648553,-0.591255173592858
"CYP2E1","ENSG00000130649",9.4553158409664,-2.93777528995286,-3.8776752815186,0.000581202074411756,0.00696654661466809,-0.405429393298818
"CMBL","ENSG00000164237",6.16665814594578,-2.06912746683448,-3.87777650107801,0.000581045183034466,0.00696654661466809,-0.64085886492508
"CIAO1","ENSG00000144021",5.29347918205065,-0.445295041559368,-3.87704313230315,0.000582182852290768,0.00697400567023682,-0.691644562582214
"TUSC1","ENSG00000198680",2.33897788954644,-0.656554589843494,-3.87653542567696,0.000582971732419275,0.0069791582046059,-0.401543713882917
"SOX5","ENSG00000134532",4.85548702799345,-1.10147745810524,-3.87590788113532,0.000583948266170954,0.00698225542107544,-0.678889565683698
"C1orf43","ENSG00000143612",5.46438852301924,-0.603500984429646,-3.87605805910881,0.00058371442558148,0.00698225542107544,-0.69176668347999
"PLEKHH2","ENSG00000152527",3.1663232051574,0.806458926798562,3.87505261034946,0.000585281751234238,0.00698531974755268,-0.538420677986844
"SMIM14","ENSG00000163683",6.48094232183982,-1.39397725059645,-3.8753030501726,0.000584890972279727,0.00698531974755268,-0.646242473134005
"ZNF521","ENSG00000198795",2.12752641593281,1.32217728683959,3.87521908128925,0.000585021966354161,0.00698531974755268,-0.37269843001047
"NOVA1","ENSG00000139910",0.839611157625794,1.76317455385623,3.87391215880712,0.000587064517025021,0.00699801048664507,-0.249406354220285
"LAD1","ENSG00000159166",4.41895722659745,1.84835676252226,3.87392047005289,0.000587051505564682,0.00699801048664507,-0.635202393254193
"Y_RNA","ENSG00000200494",0.951305252733324,-1.44439114991984,-3.87275020428906,0.000588886370468383,0.00701542893514509,-0.249342174655747
"SYT13","ENSG00000019505",0.80643601244572,4.27186391041522,3.870773030463,0.000591999169270961,0.00704819573990042,-0.243277727031435
"TPGS2","ENSG00000134779",4.39559685735159,0.772191266513255,3.86776615874365,0.000596764026701546,0.00710057943452715,-0.685609517805118
"OPHN1","ENSG00000079482",2.15241916064182,0.974199701008272,3.86731447552639,0.000597483028766161,0.00710478902299321,-0.395277422283851
"GHITM","ENSG00000165678",6.9476608982627,-0.806217165277241,-3.86705845221582,0.000597890950800036,0.00710529661384478,-0.64294184073472
"SSPN","ENSG00000123096",1.75168951191956,1.84759209686694,3.86669844954439,0.000598465004941884,0.00710777668262479,-0.331340577963218
"JAG2","ENSG00000184916",1.93017814437039,1.68924920240266,3.86602084896391,0.000599546960812726,0.00711628223041536,-0.352719525099624
"TAGLN2P1","ENSG00000253676",-1.10000629877489,1.41911755979191,3.86556945542416,0.000600268785134219,0.00712050545487872,-0.303306212880657
"BDH1","ENSG00000161267",6.4896302296263,-1.4176049941614,-3.86428796758295,0.000602322658954486,0.00714051493436963,-0.674983849787993
"F2RL3","ENSG00000127533",2.04256307193939,2.50580418469285,3.86132834282416,0.000607092480521133,0.00718840957641063,-0.353318844735999
"NAPSB","ENSG00000131401",1.68525671053444,-1.50048333360625,-3.86092192847486,0.000607750353817055,0.00718840957641063,-0.338264676380692
"ARRB2","ENSG00000141480",5.20061229468462,0.591450256845037,3.86121630470648,0.000607273769786568,0.00718840957641063,-0.73012096226998
"EI24","ENSG00000149547",5.81653125768197,-1.00736838677541,-3.86086612437994,0.000607840739857895,0.00718840957641063,-0.720311566936733
"INPP5F","ENSG00000198825",2.82082536363812,0.85707492796511,3.8594712180198,0.000610104357860393,0.00721079597680199,-0.518518922680084
"ADAMTS9-AS2","ENSG00000241684",2.28573346487229,1.57246242720698,3.85854350482147,0.000611614398113689,0.00722425409890936,-0.412985117949848
"MELTF","ENSG00000163975",1.27676955598065,3.11093614656736,3.85801465800614,0.000612476841038396,0.00722718052798137,-0.310751860712467
"AC008957.3","ENSG00000279400",0.815074361742445,2.21387854075995,3.85793603855209,0.000612605155270961,0.00722718052798137,-0.285240530495466
"ANKRD13B","ENSG00000198720",0.692636882746864,1.48039185125571,3.85626879182879,0.000615332466420168,0.00725495624347754,-0.288071921388671
"PDK2","ENSG00000005882",4.79848480015457,-0.875057142428376,-3.85587156386893,0.000615984011558611,0.00725823922523393,-0.731195462975498
"MEF2C","ENSG00000081189",4.88914972601425,0.762219170148586,3.85411669775175,0.000618870493176679,0.00728384746681384,-0.743336607206833
"AL139246.5","ENSG00000238164",2.82717853106406,1.13150368768848,3.85386805364023,0.000619280544366716,0.00728384746681384,-0.539371413572253
"ZNF528-AS1","ENSG00000269834",0.742617806548913,1.16852899465302,3.85400566614638,0.00061905356795838,0.00728384746681384,-0.292467443474987
"FABP5","ENSG00000164687",3.09010688062619,1.30811608927542,3.85067658275349,0.000624567448093438,0.00734159222671284,-0.574630139622718
"FKBP14","ENSG00000106080",2.71133035865815,0.578216586468458,3.84939191257062,0.000626708056517935,0.00736082199453767,-0.530184878249452
