Gene,Log2change,p-value,adj_pvalue
AL3A1,0.0960755997680422,0.504086001387484,0.578038939989009
AL3A2,-0.494350066773696,2.89903269957528e-08,2.33109113131025e-07
AL3B1,0.173233632399674,0.0642703165008386,0.101247399371268
AL4A1,-0.452367706004164,5.80125810370918e-07,3.44857531034053e-06
AL5AP,0.551141914294458,0.00633104751854972,0.0135095029461089
AL7A1,-1.00160194447496,4.73087404869398e-20,9.60616425255862e-18
AL8A1,-1.11486072200557,1.48520672136834e-17,1.3642684597712e-15
AL9A1,-0.727602482202739,2.13627527579435e-17,1.87312500318514e-15
ALAT1,-0.782656821317612,6.18493529318492e-17,4.820501083052e-15
ALAT2,-0.0694437093042921,0.385067167931913,0.461936919739217
ALBU,1.90658240303165,2.5036673039806e-10,3.44969587812756e-09
ALDH2,-1.3752118491738,1.78484547610352e-20,5.10069173837584e-18
ALDOA,0.362988240039981,6.55777421444211e-05,0.000235457356159308
ALDOB,-1.20077426069538,6.22986962832037e-14,2.17509837339909e-12
ALDOC,-0.471075058486753,8.90893720387769e-11,1.36052666298573e-09
ALDR,0.417008316652758,3.7034885316246e-05,0.000142952063581868
ALG1,0.0713439387130555,0.405582374892404,0.481976529288432
ALG11,-0.109093059279997,0.346137113572232,0.422660859047847
ALG12,-0.580837233167334,4.68549492784157e-06,2.24415138815801e-05
ALG13,-0.0653186286246391,0.263329179472685,0.337068339218852
ALG1L,-0.53084583269846,0.00186336152102505,0.00461859861748451
ALG2,-0.157351624745757,0.0553585242705848,0.0888777306017129
ALG3,-0.394034444312283,0.00462472261017228,0.0102570737740987
ALG5,-0.253067098512138,8.85743973799029e-05,0.000307717267079393
ALG6,-0.00180656530927989,0.995589236607489,0.996493261079697
ALG9,0.0654068712386125,0.460893734985619,0.536307654825673
ALKB5,-0.107251312705886,0.505376380446336,0.579246011812824
ALKB7,0.0681672411360877,0.664123327845364,0.725421234096097
ALKMO,-0.402730907197651,0.00019543884264883,0.000620204579893934
ALR,0.264190503017843,0.0981770479922674,0.145093679813893
ALS,-0.4259415548132,3.93071271856027e-06,1.91715419319918e-05
ALS2,-0.030511239521802,0.861758676085987,0.892565728505268
AMACR,-0.483066090349709,6.39722590342393e-07,3.76514073766736e-06
AMBP,0.0849078585967353,0.270899566358464,0.345440597260272
AMFR,0.272016020372227,0.00288727808798464,0.00681917285793985
AMOL1,0.0634118218471098,0.827967034241039,0.865311341758615
AMPB,-0.196828592813324,0.00096141642829801,0.00256333419514425
AMPD2,-0.224683661654859,1.66237604709792e-07,1.12615395780576e-06
AMPD3,0.150798806204395,0.0758828830806274,0.116473508225606
AMPE,0.0261952397898927,0.754142726242762,0.805565133649165
AMPH,0.431801580775222,0.00012378058094307,0.000413280381893868
AMPL,-0.463393323200876,6.95666572991026e-10,8.46650359179615e-09
AMPN,-0.546819900715721,1.54467602340994e-14,6.27301062980584e-13
AMRP,0.194625440091631,0.0215082930752715,0.0389572744997171
AN13A,0.17497520253247,0.0115169825728607,0.0227567317624054
AN32A,0.108541852648276,0.0919404289105566,0.1371640273538
AN32B,-0.2888475485048,0.00068774343613852,0.00190065485431405
AN32E,0.033551979316353,0.590893928490867,0.658850851679899
ANAG,-0.420886574975531,4.3692681140483e-07,2.68204238408884e-06
ANCHR,0.0890004436825982,0.306680519929282,0.381141340549757
ANDR,-1.11604131186249,1.67638181207977e-08,1.46654898662217e-07
ANFY1,-0.0570994770149081,0.186830915705574,0.251322758993063
ANGE1,-0.311040355822527,0.01908416414421,0.0352112411613401
ANGE2,-0.344038774550981,0.0152059219384417,0.0289629458595448
ANGI,0.547639346252831,9.90127279294528e-09,9.19352838391887e-08
ANGL1,-0.272035136796593,0.0108836583589191,0.0216438937879948
ANGL2,0.612127878539919,0.00010883804605771,0.000369627800784019
ANGL3,-0.200493053902343,0.0188074609765317,0.0347755496992376
ANGL4,0.169644129468594,0.0362216824099719,0.0613312489522368
ANGL6,0.391588471556064,0.002423931198941,0.00583281023158405
ANGL8,1.12509494198711,1.39707145790504e-05,5.99877761224e-05
ANGT,-0.0859045682693215,0.306476025764827,0.381045603416275
ANK1,0.627942027356538,6.1734559415976e-05,0.000223425825728739
ANK2,0.214086250056402,0.0023830065226759,0.00574602447780226
ANK3,0.375891308485805,5.85593237794117e-08,4.42117164659433e-07
ANKH1,0.00160194447495659,0.980730243372964,0.985327416388775
ANKL2,0.826430931455464,0.00012166485102802,0.000407450516724046
ANKY2,-0.11971871444992,0.180928830409514,0.244405962086801
ANKZ1,0.296816824933714,0.027467517615612,0.0481995500310375
ANM1,-0.00424105442690982,0.940522424119802,0.95550638900703
ANM3,0.296691156424259,0.194437805734043,0.260239741377949
ANM5,-0.364590360821857,2.58297912250883e-12,6.24773257344142e-11
ANO1,-0.0601456358138156,0.444147684120264,0.519800323171842
ANO10,0.00954639805638077,0.922466361494711,0.941875141629375
ANO6,0.166205109787145,0.00324622692155098,0.00756505192590981
ANPRB,0.304035516582146,0.0658334487013702,0.10345639311197
ANPRC,0.277866947184109,0.0185246321246962,0.0343183821066401
ANR11,0.00164517664676101,0.992724109653049,0.994141366655798
ANR12,0.882616444841885,0.134235328438468,0.189560723687998
ANR17,0.392844940510636,6.07134690613922e-06,2.83574532250425e-05
ANR28,0.0567721761527049,0.235871915641792,0.306705038943725
ANR44,0.371462958536649,0.0018012760045408,0.00448054340781329
ANR50,1.07919239645016,0.00805326046622107,0.0167355124582176
ANR54,0.137727779821385,0.267483569243863,0.341592721000604
ANS1A,0.136523469852554,0.00426204689540989,0.00955431546919893
ANT3,0.519801536129943,8.83544452819531e-06,3.96159277457117e-05
ANTR1,-0.0567694020992582,0.818431177874031,0.858251558640394
ANTR2,-0.169781365986047,0.334064622884459,0.410387299821125
ANX11,0.155466882322373,0.0651293355160564,0.102445334017878
ANX13,0.75730322169028,9.39561819817203e-08,6.80080581773878e-07
ANXA1,1.03285338798897,3.07637339752592e-09,3.17768368611914e-08
ANXA2,1.05396696586076,3.45232162125714e-14,1.28067853988558e-12
ANXA3,0.779104199341921,1.45752294598951e-05,6.23060778462884e-05
ANXA4,0.411047624191414,9.25245391278223e-05,0.000319569983845245
ANXA5,0.729575392256899,1.66329666163779e-09,1.83868152452682e-08
ANXA6,-0.178165181227341,0.0069861750654102,0.014780731232439
ANXA7,-0.0033604480740314,0.922681631219445,0.941970291940889
ANXA8,0.632679557632275,7.48514908544519e-05,0.000265054659675517
ANXA9,0.0878769201618291,0.326099814583931,0.402075130925154
AOAH,0.406326590675894,0.0315366138488277,0.0543647257501239
AOC2,0.250548103357609,0.0582880714297697,0.092942913649949
AOC3,0.226994278662488,0.00288164108686737,0.00680794324135598
AOFA,-0.980840585659154,4.69697894917756e-20,9.60616425255862e-18
